human_gene	human_ncbi_gene_id	human_ensembl_gene_id	hgnc_id	mouse_gene	mouse_ncbi_gene_id	mgi_marker_id	source
SCIMP	388325	ENSG00000161929	HGNC:33504	Scimp	327957	MGI:3610314	MGI_HOM_ProteinCoding
SCIN	85477	ENSG00000006747	HGNC:21695	Scin	20259	MGI:1306794	MGI_HOM_ProteinCoding
SCLT1	132320	ENSG00000151466	HGNC:26406	Sclt1	67161	MGI:1914411	MGI_HOM_ProteinCoding
SCLY	51540	ENSG00000132330	HGNC:18161	Scly	50880	MGI:1355310	MGI_HOM_ProteinCoding
SCMH1	22955	ENSG00000010803	HGNC:19003	Scmh1	29871	MGI:1352762	MGI_HOM_ProteinCoding
SCML2	10389	ENSG00000102098	HGNC:10581	Scml2	107815	MGI:1340042	MGI_HOM_ProteinCoding
SCML4	256380	ENSG00000146285	HGNC:21397	Scml4	268297	MGI:2446140	MGI_HOM_ProteinCoding
SCN10A	6336	ENSG00000185313	HGNC:10582	Scn10a	20264	MGI:108029	MGI_HOM_ProteinCoding
SCN11A	11280	ENSG00000168356	HGNC:10583	Scn11a	24046	MGI:1345149	MGI_HOM_ProteinCoding
SCN1A	6323	ENSG00000144285	HGNC:10585	Scn1a	20265	MGI:98246	MGI_HOM_ProteinCoding
SCN1B	6324	ENSG00000105711	HGNC:10586	Scn1b	20266	MGI:98247	MGI_HOM_ProteinCoding
SCN2A	6326	ENSG00000136531	HGNC:10588	Scn2a	110876	MGI:98248	MGI_HOM_ProteinCoding
SCN2B	6327	ENSG00000149575	HGNC:10589	Scn2b	72821	MGI:106921	MGI_HOM_ProteinCoding
SCN3A	6328	ENSG00000153253	HGNC:10590	Scn3a	20269	MGI:98249	MGI_HOM_ProteinCoding
SCN3B	55800	ENSG00000166257	HGNC:20665	Scn3b	235281	MGI:1918882	MGI_HOM_ProteinCoding
SCN4A	6329	ENSG00000007314	HGNC:10591	Scn4a	110880	MGI:98250	MGI_HOM_ProteinCoding
SCN4B	6330	ENSG00000177098	HGNC:10592	Scn4b	399548	MGI:2687406	MGI_HOM_ProteinCoding
SCN5A	6331	ENSG00000183873	HGNC:10593	Scn5a	20271	MGI:98251	MGI_HOM_ProteinCoding
SCN7A	6332	ENSG00000136546	HGNC:10594	Scn7a	20272	MGI:102965	MGI_HOM_ProteinCoding
SCN8A	6334	ENSG00000196876	HGNC:10596	Scn8a	20273	MGI:103169	MGI_HOM_ProteinCoding
SCN9A	6335	ENSG00000169432	HGNC:10597	Scn9a	20274	MGI:107636	MGI_HOM_ProteinCoding
SCNM1	79005	ENSG00000163156	HGNC:23136	Scnm1	69269	MGI:1341284	MGI_HOM_ProteinCoding
SCNN1A	6337	ENSG00000111319	HGNC:10599	Scnn1a	20276	MGI:101782	MGI_HOM_ProteinCoding
SCNN1B	6338	ENSG00000168447	HGNC:10600	Scnn1b	20277	MGI:104696	MGI_HOM_ProteinCoding
SCNN1G	6340	ENSG00000166828	HGNC:10602	Scnn1g	20278	MGI:104695	MGI_HOM_ProteinCoding
SCO1	6341	ENSG00000133028	HGNC:10603	Sco1	52892	MGI:106362	MGI_HOM_ProteinCoding
SCO2	9997	ENSG00000284194	HGNC:10604	Sco2	100126824	MGI:3818630	MGI_HOM_ProteinCoding
SCOC	60592	ENSG00000153130	HGNC:20335	Scoc	56367	MGI:1927654	MGI_HOM_ProteinCoding
SCP2	6342	ENSG00000116171	HGNC:10606	Scp2	20280	MGI:98254	MGI_HOM_ProteinCoding
SCP2D1	140856	ENSG00000132631	HGNC:16211	Scp2d1	66328	MGI:1913578	MGI_HOM_ProteinCoding
SCPEP1	59342	ENSG00000121064	HGNC:29507	Scpep1	74617	MGI:1921867	MGI_HOM_ProteinCoding
SCPPPQ1	105377321		HGNC:56851	Scpppq1	100271704	MGI:4937294	MGI_HOM_ProteinCoding
SCRG1	11341	ENSG00000164106	HGNC:17036	Scrg1	20284	MGI:1328308	MGI_HOM_ProteinCoding
SCRIB	23513	ENSG00000180900	HGNC:30377	Scrib	105782	MGI:2145950	MGI_HOM_ProteinCoding
SCRN1	9805	ENSG00000136193	HGNC:22192	Scrn1	69938	MGI:1917188	MGI_HOM_ProteinCoding
SCRN2	90507	ENSG00000141295	HGNC:30381	Scrn2	217140	MGI:1343092	MGI_HOM_ProteinCoding
SCRN3	79634	ENSG00000144306	HGNC:30382	Scrn3	74616	MGI:1921866	MGI_HOM_ProteinCoding
SCRT1	83482	ENSG00000261678	HGNC:15950	Scrt1	170729	MGI:2176606	MGI_HOM_ProteinCoding
SCRT2	85508	ENSG00000215397	HGNC:15952	Scrt2	545474	MGI:2139287	MGI_HOM_ProteinCoding
SCT	6343	ENSG00000070031	HGNC:10607	Sct	20287	MGI:99466	MGI_HOM_ProteinCoding
SCTR	6344	ENSG00000080293	HGNC:10608	Sctr	319229	MGI:2441720	MGI_HOM_ProteinCoding
SCUBE1	80274	ENSG00000159307	HGNC:13441	Scube1	64706	MGI:1890616	MGI_HOM_ProteinCoding
SCUBE2	57758	ENSG00000175356	HGNC:30425	Scube2	56788	MGI:1928765	MGI_HOM_ProteinCoding
SCUBE3	222663	ENSG00000146197	HGNC:13655	Scube3	268935	MGI:3045253	MGI_HOM_ProteinCoding
SCX	642658	ENSG00000260428	HGNC:32322	Scx	20289	MGI:102934	MGI_HOM_ProteinCoding
SCYL1	57410	ENSG00000142186	HGNC:14372	Scyl1	78891	MGI:1931787	MGI_HOM_ProteinCoding
SCYL2	55681	ENSG00000136021	HGNC:19286	Scyl2	213326	MGI:1289172	MGI_HOM_ProteinCoding
SCYL3	57147	ENSG00000000457	HGNC:19285	Scyl3	240880	MGI:1921385	MGI_HOM_ProteinCoding
SDAD1	55153	ENSG00000198301	HGNC:25537	Sdad1	231452	MGI:2140779	MGI_HOM_ProteinCoding
SDC1	6382	ENSG00000115884	HGNC:10658	Sdc1	20969	MGI:1349162	MGI_HOM_ProteinCoding
SDC2	6383	ENSG00000169439	HGNC:10659	Sdc2	15529	MGI:1349165	MGI_HOM_ProteinCoding
SDC3	9672	ENSG00000162512	HGNC:10660	Sdc3	20970	MGI:1349163	MGI_HOM_ProteinCoding
SDC4	6385	ENSG00000124145	HGNC:10661	Sdc4	20971	MGI:1349164	MGI_HOM_ProteinCoding
SDCBP	6386	ENSG00000137575	HGNC:10662	Sdcbp	53378	MGI:1337026	MGI_HOM_ProteinCoding
SDCBP2	27111	ENSG00000125775	HGNC:15756	Sdcbp2	228765	MGI:2385156	MGI_HOM_ProteinCoding
SDCCAG8	10806	ENSG00000054282	HGNC:10671	Sdccag8	76816	MGI:1924066	MGI_HOM_ProteinCoding
SDE2	163859	ENSG00000143751	HGNC:26643	Sde2	208768	MGI:2384788	MGI_HOM_ProteinCoding
SDF2	6388	ENSG00000132581	HGNC:10675	Sdf2	20316	MGI:108019	MGI_HOM_ProteinCoding
SDF2L1	23753	ENSG00000128228	HGNC:10676	Sdf2l1	64136	MGI:2149842	MGI_HOM_ProteinCoding
SDF4	51150	ENSG00000078808	HGNC:24188	Sdf4	20318	MGI:108079	MGI_HOM_ProteinCoding
SDHA	6389	ENSG00000073578	HGNC:10680	Sdha	66945	MGI:1914195	MGI_HOM_ProteinCoding
SDHAF1	644096	ENSG00000205138	HGNC:33867	Sdhaf1	68332	MGI:1915582	MGI_HOM_ProteinCoding
SDHAF2	54949	ENSG00000167985	HGNC:26034	Sdhaf2	66072	MGI:1913322	MGI_HOM_ProteinCoding
SDHAF3	57001	ENSG00000196636	HGNC:21752	Sdhaf3	71238	MGI:1913288	MGI_HOM_ProteinCoding
SDHAF4	135154	ENSG00000154079	HGNC:20957	Sdhaf4	68002	MGI:1915252	MGI_HOM_ProteinCoding
SDHB	6390	ENSG00000117118	HGNC:10681	Sdhb	67680	MGI:1914930	MGI_HOM_ProteinCoding
SDHC	6391	ENSG00000143252	HGNC:10682	Sdhc	66052	MGI:1913302	MGI_HOM_ProteinCoding
SDHD	6392	ENSG00000204370	HGNC:10683	Sdhd	66925	MGI:1914175	MGI_HOM_ProteinCoding
SDK1	221935	ENSG00000146555	HGNC:19307	Sdk1	330222	MGI:2444413	MGI_HOM_ProteinCoding
SDK2	54549	ENSG00000069188	HGNC:19308	Sdk2	237979	MGI:2443847	MGI_HOM_ProteinCoding
SDR16C5	195814	ENSG00000170786	HGNC:30311	Sdr16c5	242285	MGI:2668443	MGI_HOM_ProteinCoding
SDR16C6P	442388	ENSG00000253542	HGNC:35413	Sdr16c6	242286	MGI:2685269	MGI_HOM_ProteinCoding
SDR39U1	56948	ENSG00000100445	HGNC:20275	Sdr39u1	654795	MGI:1916876	MGI_HOM_ProteinCoding
SDR42E1	93517	ENSG00000184860	HGNC:29834	Sdr42e1	74032	MGI:1921282	MGI_HOM_ProteinCoding
SDR42E2	100288072	ENSG00000183921	HGNC:35414	Sdr42e2	436008	MGI:3645276	MGI_HOM_ProteinCoding
SDR9C7	121214	ENSG00000170426	HGNC:29958	Sdr9c7	70061	MGI:1917311	MGI_HOM_ProteinCoding
SDS	10993	ENSG00000135094	HGNC:10691	Sds	231691	MGI:98270	MGI_HOM_ProteinCoding
SDSL	113675	ENSG00000139410	HGNC:30404	Sdsl	257635	MGI:2182607	MGI_HOM_ProteinCoding
SEBOX	645832	ENSG00000274529	HGNC:32942	Sebox	18292	MGI:108012	MGI_HOM_ProteinCoding
SEC11A	23478	ENSG00000140612	HGNC:17718	Sec11a	56529	MGI:1929464	MGI_HOM_ProteinCoding
SEC11C	90701	ENSG00000166562	HGNC:23400	Sec11c	66286	MGI:1913536	MGI_HOM_ProteinCoding
SEC13	6396	ENSG00000157020	HGNC:10697	Sec13	110379	MGI:99832	MGI_HOM_ProteinCoding
SEC14L1	6397	ENSG00000129657	HGNC:10698	Sec14l1	74136	MGI:1921386	MGI_HOM_ProteinCoding
SEC14L2	23541	ENSG00000100003	HGNC:10699	Sec14l2	67815	MGI:1915065	MGI_HOM_ProteinCoding
SEC14L3	266629	ENSG00000100012	HGNC:18655	Sec14l3	380683	MGI:3617848	MGI_HOM_ProteinCoding
SEC14L4	284904	ENSG00000133488	HGNC:20627	Sec14l4	103655	MGI:2144095	MGI_HOM_ProteinCoding
SEC14L5	9717	ENSG00000103184	HGNC:29032	Sec14l5	665119	MGI:3616084	MGI_HOM_ProteinCoding
SEC16A	9919	ENSG00000148396	HGNC:29006	Sec16a	227648	MGI:2139207	MGI_HOM_ProteinCoding
SEC16B	89866	ENSG00000120341	HGNC:30301	Sec16b	89867	MGI:2148802	MGI_HOM_ProteinCoding
SEC22A	26984	ENSG00000121542	HGNC:20260	Sec22a	317717	MGI:2447876	MGI_HOM_ProteinCoding
SEC22B	9554	ENSG00000265808	HGNC:10700	Sec22b	20333	MGI:1338759	MGI_HOM_ProteinCoding
SEC22C	9117	ENSG00000093183	HGNC:16828	Sec22c	215474	MGI:2447871	MGI_HOM_ProteinCoding
SEC23A	10484	ENSG00000100934	HGNC:10701	Sec23a	20334	MGI:1349635	MGI_HOM_ProteinCoding
SEC23B	10483	ENSG00000101310	HGNC:10702	Sec23b	27054	MGI:1350925	MGI_HOM_ProteinCoding
SEC23IP	11196	ENSG00000107651	HGNC:17018	Sec23ip	207352	MGI:2450915	MGI_HOM_ProteinCoding
SEC24A	10802	ENSG00000113615	HGNC:10703	Sec24a	77371	MGI:1924621	MGI_HOM_ProteinCoding
SEC24B	10427	ENSG00000138802	HGNC:10704	Sec24b	99683	MGI:2139764	MGI_HOM_ProteinCoding
SEC24C	9632	ENSG00000176986	HGNC:10705	Sec24c	218811	MGI:1919746	MGI_HOM_ProteinCoding
SEC24D	9871	ENSG00000150961	HGNC:10706	Sec24d	69608	MGI:1916858	MGI_HOM_ProteinCoding
SEC31A	22872	ENSG00000138674	HGNC:17052	Sec31a	69162	MGI:1916412	MGI_HOM_ProteinCoding
SEC31B	25956	ENSG00000075826	HGNC:23197	Sec31b	240667	MGI:2685187	MGI_HOM_ProteinCoding
SEC61A1	29927	ENSG00000058262	HGNC:18276	Sec61a1	53421	MGI:1858417	MGI_HOM_ProteinCoding
SEC61A2	55176	ENSG00000065665	HGNC:17702	Sec61a2	57743	MGI:1931071	MGI_HOM_ProteinCoding
SEC61B	10952	ENSG00000106803	HGNC:16993	Sec61b	66212	MGI:1913462	MGI_HOM_ProteinCoding
SEC61G	23480	ENSG00000132432	HGNC:18277	Sec61g	20335	MGI:1202066	MGI_HOM_ProteinCoding
SEC62	7095	ENSG00000008952	HGNC:11846	Sec62	69276	MGI:1916526	MGI_HOM_ProteinCoding
SEC63	11231	ENSG00000025796	HGNC:21082	Sec63	140740	MGI:2155302	MGI_HOM_ProteinCoding
SECISBP2	79048	ENSG00000187742	HGNC:30972	Secisbp2	75420	MGI:1922670	MGI_HOM_ProteinCoding
SECISBP2L	9728	ENSG00000138593	HGNC:28997	Secisbp2l	70354	MGI:1917604	MGI_HOM_ProteinCoding
SEH1L	81929	ENSG00000085415	HGNC:30379	Seh1l	72124	MGI:1919374	MGI_HOM_ProteinCoding
SEL1L	6400	ENSG00000071537	HGNC:10717	Sel1l	20338	MGI:1329016	MGI_HOM_ProteinCoding
SEL1L2	80343	ENSG00000101251	HGNC:15897	Sel1l2	228684	MGI:2684964	MGI_HOM_ProteinCoding
SEL1L3	23231	ENSG00000091490	HGNC:29108	Sel1l3	231238	MGI:1916941	MGI_HOM_ProteinCoding
SELE	6401	ENSG00000007908	HGNC:10718	Sele	20339	MGI:98278	MGI_HOM_ProteinCoding
SELENOF	9403	ENSG00000183291	HGNC:17705	Selenof	93684	MGI:1927947	MGI_HOM_ProteinCoding
SELENOH	280636	ENSG00000211450	HGNC:18251	Selenoh	72657	MGI:1919907	MGI_HOM_ProteinCoding
SELENOI	85465	ENSG00000138018	HGNC:29361	Selenoi	28042	MGI:107898	MGI_HOM_ProteinCoding
SELENOK	58515	ENSG00000113811	HGNC:30394	Selenok	80795	MGI:1931466	MGI_HOM_ProteinCoding
SELENOM	140606	ENSG00000198832	HGNC:30397	Selenom	114679	MGI:2149786	MGI_HOM_ProteinCoding
SELENON	57190	ENSG00000162430	HGNC:15999	Selenon	74777	MGI:2151208	MGI_HOM_ProteinCoding
SELENOO	83642	ENSG00000073169	HGNC:30395	Selenoo	223776	MGI:1919007	MGI_HOM_ProteinCoding
SELENOP	6414	ENSG00000250722	HGNC:10751	Selenop	20363	MGI:894288	MGI_HOM_ProteinCoding
SELENOS	55829	ENSG00000131871	HGNC:30396	Selenos	109815	MGI:95994	MGI_HOM_ProteinCoding
SELENOT	51714	ENSG00000198843	HGNC:18136	Selenot	69227	MGI:1916477	MGI_HOM_ProteinCoding
SELENOV	348303	ENSG00000186838	HGNC:30399	Selenov	280621	MGI:3608324	MGI_HOM_ProteinCoding
SELENOW	6415	ENSG00000178980	HGNC:10752	Selenow	20364	MGI:1100878	MGI_HOM_ProteinCoding
SELL	6402	ENSG00000188404	HGNC:10720	Sell	20343	MGI:98279	MGI_HOM_ProteinCoding
SELP	6403	ENSG00000174175	HGNC:10721	Selp	20344	MGI:98280	MGI_HOM_ProteinCoding
SELPLG	6404	ENSG00000110876	HGNC:10722	Selplg	20345	MGI:106689	MGI_HOM_ProteinCoding
SEM1	7979	ENSG00000127922	HGNC:10845	Sem1	20422	MGI:109238	MGI_HOM_ProteinCoding
SEMA3A	10371	ENSG00000075213	HGNC:10723	Sema3a	20346	MGI:107558	MGI_HOM_ProteinCoding
SEMA3B	7869	ENSG00000012171	HGNC:10724	Sema3b	20347	MGI:107561	MGI_HOM_ProteinCoding
SEMA3C	10512	ENSG00000075223	HGNC:10725	Sema3c	20348	MGI:107557	MGI_HOM_ProteinCoding
SEMA3D	223117	ENSG00000153993	HGNC:10726	Sema3d	108151	MGI:1860118	MGI_HOM_ProteinCoding
SEMA3E	9723	ENSG00000170381	HGNC:10727	Sema3e	20349	MGI:1340034	MGI_HOM_ProteinCoding
SEMA3F	6405	ENSG00000001617	HGNC:10728	Sema3f	20350	MGI:1096347	MGI_HOM_ProteinCoding
SEMA3G	56920	ENSG00000010319	HGNC:30400	Sema3g	218877	MGI:3041242	MGI_HOM_ProteinCoding
SEMA4A	64218	ENSG00000196189	HGNC:10729	Sema4a	20351	MGI:107560	MGI_HOM_ProteinCoding
SEMA4B	10509	ENSG00000185033	HGNC:10730	Sema4b	20352	MGI:107559	MGI_HOM_ProteinCoding
SEMA4C	54910	ENSG00000168758	HGNC:10731	Sema4c	20353	MGI:109252	MGI_HOM_ProteinCoding
SEMA4D	10507	ENSG00000187764	HGNC:10732	Sema4d	20354	MGI:109244	MGI_HOM_ProteinCoding
SEMA4F	10505	ENSG00000135622	HGNC:10734	Sema4f	20355	MGI:1340055	MGI_HOM_ProteinCoding
SEMA4G	57715	ENSG00000095539	HGNC:10735	Sema4g	26456	MGI:1347047	MGI_HOM_ProteinCoding
SEMA5A	9037	ENSG00000112902	HGNC:10736	Sema5a	20356	MGI:107556	MGI_HOM_ProteinCoding
SEMA5B	54437	ENSG00000082684	HGNC:10737	Sema5b	20357	MGI:107555	MGI_HOM_ProteinCoding
SEMA6A	57556	ENSG00000092421	HGNC:10738	Sema6a	20358	MGI:1203727	MGI_HOM_ProteinCoding
SEMA6B	10501	ENSG00000167680	HGNC:10739	Sema6b	20359	MGI:1202889	MGI_HOM_ProteinCoding
SEMA6C	10500	ENSG00000143434	HGNC:10740	Sema6c	20360	MGI:1338032	MGI_HOM_ProteinCoding
SEMA6D	80031	ENSG00000137872	HGNC:16770	Sema6d	214968	MGI:2387661	MGI_HOM_ProteinCoding
SEMA7A	8482	ENSG00000138623	HGNC:10741	Sema7a	20361	MGI:1306826	MGI_HOM_ProteinCoding
SENP1	29843	ENSG00000079387	HGNC:17927	Senp1	223870	MGI:2445054	MGI_HOM_ProteinCoding
SENP2	59343	ENSG00000163904	HGNC:23116	Senp2	75826	MGI:1923076	MGI_HOM_ProteinCoding
SENP3	26168	ENSG00000161956	HGNC:17862	Senp3	80886	MGI:2158736	MGI_HOM_ProteinCoding
SENP5	205564	ENSG00000119231	HGNC:28407	Senp5	320213	MGI:2443596	MGI_HOM_ProteinCoding
SENP6	26054	ENSG00000112701	HGNC:20944	Senp6	215351	MGI:1922075	MGI_HOM_ProteinCoding
SENP7	57337	ENSG00000138468	HGNC:30402	Senp7	66315	MGI:1913565	MGI_HOM_ProteinCoding
SENP8	123228	ENSG00000166192	HGNC:22992	Senp8	71599	MGI:1918849	MGI_HOM_ProteinCoding
SEPHS1	22929	ENSG00000086475	HGNC:19685	Sephs1	109079	MGI:1923580	MGI_HOM_ProteinCoding
SEPHS2	22928	ENSG00000179918	HGNC:19686	Sephs2	20768	MGI:108388	MGI_HOM_ProteinCoding
SEPSECS	51091	ENSG00000109618	HGNC:30605	Sepsecs	211006	MGI:1098791	MGI_HOM_ProteinCoding
SEPTIN1	1731	ENSG00000180096	HGNC:2879	Septin1	54204	MGI:1858916	MGI_HOM_ProteinCoding
SEPTIN10	151011	ENSG00000186522	HGNC:14349	Septin10	103080	MGI:1918110	MGI_HOM_ProteinCoding
SEPTIN11	55752	ENSG00000138758	HGNC:25589	Septin11	52398	MGI:1277214	MGI_HOM_ProteinCoding
SEPTIN12	124404	ENSG00000140623	HGNC:26348	Septin12	71089	MGI:1918339	MGI_HOM_ProteinCoding
SEPTIN14	346288	ENSG00000154997	HGNC:33280	Septin14	74222	MGI:1921472	MGI_HOM_ProteinCoding
SEPTIN2	4735	ENSG00000168385	HGNC:7729	Septin2	18000	MGI:97298	MGI_HOM_ProteinCoding
SEPTIN3	55964	ENSG00000100167	HGNC:10750	Septin3	24050	MGI:1345148	MGI_HOM_ProteinCoding
SEPTIN4	5414	ENSG00000108387	HGNC:9165	Septin4	18952	MGI:1270156	MGI_HOM_ProteinCoding
SEPTIN5	5413	ENSG00000184702	HGNC:9164	Septin5	18951	MGI:1195461	MGI_HOM_ProteinCoding
SEPTIN6	23157	ENSG00000125354	HGNC:15848	Septin6	56526	MGI:1888939	MGI_HOM_ProteinCoding
SEPTIN7	989	ENSG00000122545	HGNC:1717	Septin7	235072	MGI:1335094	MGI_HOM_ProteinCoding
SEPTIN8	23176	ENSG00000164402	HGNC:16511	Septin8	20362	MGI:894310	MGI_HOM_ProteinCoding
SEPTIN9	10801	ENSG00000184640	HGNC:7323	Septin9	53860	MGI:1858222	MGI_HOM_ProteinCoding
SERAC1	84947	ENSG00000122335	HGNC:21061	Serac1	321007	MGI:2447813	MGI_HOM_ProteinCoding
SERBP1	26135	ENSG00000142864	HGNC:17860	Serbp1	66870	MGI:1914120	MGI_HOM_ProteinCoding
SERF2	10169	ENSG00000140264	HGNC:10757	Serf2	378702	MGI:1337041	MGI_HOM_ProteinCoding
SERGEF	26297	ENSG00000129158	HGNC:17499	Sergef	27414	MGI:1351630	MGI_HOM_ProteinCoding
SERINC1	57515	ENSG00000111897	HGNC:13464	Serinc1	56442	MGI:1926228	MGI_HOM_ProteinCoding
SERINC2	347735	ENSG00000168528	HGNC:23231	Serinc2	230779	MGI:1919132	MGI_HOM_ProteinCoding
SERINC3	10955	ENSG00000132824	HGNC:11699	Serinc3	26943	MGI:1349457	MGI_HOM_ProteinCoding
SERINC4	619189	ENSG00000184716	HGNC:32237	Serinc4	574418	MGI:2441842	MGI_HOM_ProteinCoding
SERINC5	256987	ENSG00000164300	HGNC:18825	Serinc5	218442	MGI:2444223	MGI_HOM_ProteinCoding
SERP1	27230	ENSG00000120742	HGNC:10759	Serp1	28146	MGI:92638	MGI_HOM_ProteinCoding
SERP2	387923	ENSG00000151778	HGNC:20607	Serp2	72661	MGI:1919911	MGI_HOM_ProteinCoding
SERPINA10	51156	ENSG00000140093	HGNC:15996	Serpina10	217847	MGI:2667725	MGI_HOM_ProteinCoding
SERPINA11	256394	ENSG00000186910	HGNC:19193	Serpina11	380780	MGI:2685741	MGI_HOM_ProteinCoding
SERPINA12	145264	ENSG00000165953	HGNC:18359	Serpina12	68054	MGI:1915304	MGI_HOM_ProteinCoding
SERPINA2	390502	ENSG00000258597	HGNC:8985	Serpina1f	68348	MGI:1915598	MGI_HOM_ProteinCoding
SERPINA5	5104	ENSG00000188488	HGNC:8723	Serpina5	268591	MGI:107817	MGI_HOM_ProteinCoding
SERPINA6	866	ENSG00000170099	HGNC:1540	Serpina6	12401	MGI:88278	MGI_HOM_ProteinCoding
SERPINA7	6906	ENSG00000123561	HGNC:11583	Serpina7	331535	MGI:3041197	MGI_HOM_ProteinCoding
SERPINA9	327657	ENSG00000170054	HGNC:15995	Serpina9	71907	MGI:1919157	MGI_HOM_ProteinCoding
SERPINB11	89778	ENSG00000206072	HGNC:14221	Serpinb11	66957	MGI:1914207	MGI_HOM_ProteinCoding
SERPINB12	89777	ENSG00000166634	HGNC:14220	Serpinb12	71869	MGI:1919119	MGI_HOM_ProteinCoding
SERPINB13	5275	ENSG00000197641	HGNC:8944	Serpinb13	241196	MGI:3042250	MGI_HOM_ProteinCoding
SERPINB2	5055	ENSG00000197632	HGNC:8584	Serpinb2	18788	MGI:97609	MGI_HOM_ProteinCoding
SERPINB5	5268	ENSG00000206075	HGNC:8949	Serpinb5	20724	MGI:109579	MGI_HOM_ProteinCoding
SERPINB7	8710	ENSG00000166396	HGNC:13902	Serpinb7	116872	MGI:2151053	MGI_HOM_ProteinCoding
SERPINB8	5271	ENSG00000166401	HGNC:8952	Serpinb8	20725	MGI:894657	MGI_HOM_ProteinCoding
SERPINC1	462	ENSG00000117601	HGNC:775	Serpinc1	11905	MGI:88095	MGI_HOM_ProteinCoding
SERPIND1	3053	ENSG00000099937	HGNC:4838	Serpind1	15160	MGI:96051	MGI_HOM_ProteinCoding
SERPINE1	5054	ENSG00000106366	HGNC:8583	Serpine1	18787	MGI:97608	MGI_HOM_ProteinCoding
SERPINE2	5270	ENSG00000135919	HGNC:8951	Serpine2	20720	MGI:101780	MGI_HOM_ProteinCoding
SERPINE3	647174	ENSG00000253309	HGNC:24774	Serpine3	319433	MGI:2442020	MGI_HOM_ProteinCoding
SERPINF1	5176	ENSG00000132386	HGNC:8824	Serpinf1	20317	MGI:108080	MGI_HOM_ProteinCoding
SERPINF2	5345	ENSG00000167711	HGNC:9075	Serpinf2	18816	MGI:107173	MGI_HOM_ProteinCoding
SERPING1	710	ENSG00000149131	HGNC:1228	Serping1	12258	MGI:894696	MGI_HOM_ProteinCoding
SERPINH1	871	ENSG00000149257	HGNC:1546	Serpinh1	12406	MGI:88283	MGI_HOM_ProteinCoding
SERPINI1	5274	ENSG00000163536	HGNC:8943	Serpini1	20713	MGI:1194506	MGI_HOM_ProteinCoding
SERPINI2	5276	ENSG00000114204	HGNC:8945	Serpini2	67931	MGI:1915181	MGI_HOM_ProteinCoding
SERTAD1	29950	ENSG00000197019	HGNC:17932	Sertad1	55942	MGI:1913438	MGI_HOM_ProteinCoding
SERTAD2	9792	ENSG00000179833	HGNC:30784	Sertad2	58172	MGI:1931026	MGI_HOM_ProteinCoding
SERTAD3	29946	ENSG00000167565	HGNC:17931	Sertad3	170742	MGI:2180697	MGI_HOM_ProteinCoding
SERTAD4	56256	ENSG00000082497	HGNC:25236	Sertad4	214791	MGI:2443496	MGI_HOM_ProteinCoding
SERTM1	400120	ENSG00000180440	HGNC:33792	Sertm1	329641	MGI:3607715	MGI_HOM_ProteinCoding
SERTM2	401613	ENSG00000260802	HGNC:48576	Sertm2	319764	MGI:2442684	MGI_HOM_ProteinCoding
SESN1	27244	ENSG00000080546	HGNC:21595	Sesn1	140742	MGI:2155278	MGI_HOM_ProteinCoding
SESN2	83667	ENSG00000130766	HGNC:20746	Sesn2	230784	MGI:2651874	MGI_HOM_ProteinCoding
SESN3	143686	ENSG00000149212	HGNC:23060	Sesn3	75747	MGI:1922997	MGI_HOM_ProteinCoding
SESTD1	91404	ENSG00000187231	HGNC:18379	Sestd1	228071	MGI:1916262	MGI_HOM_ProteinCoding
SETBP1	26040	ENSG00000152217	HGNC:15573	Setbp1	240427	MGI:1933199	MGI_HOM_ProteinCoding
SETD1A	9739	ENSG00000099381	HGNC:29010	Setd1a	233904	MGI:2446244	MGI_HOM_ProteinCoding
SETD1B	23067	ENSG00000139718	HGNC:29187	Setd1b	208043	MGI:2652820	MGI_HOM_ProteinCoding
SETD2	29072	ENSG00000181555	HGNC:18420	Setd2	235626	MGI:1918177	MGI_HOM_ProteinCoding
SETD3	84193	ENSG00000183576	HGNC:20493	Setd3	52690	MGI:1289184	MGI_HOM_ProteinCoding
SETD4	54093	ENSG00000185917	HGNC:1258	Setd4	224440	MGI:2136890	MGI_HOM_ProteinCoding
SETD5	55209	ENSG00000168137	HGNC:25566	Setd5	72895	MGI:1920145	MGI_HOM_ProteinCoding
SETD6	79918	ENSG00000103037	HGNC:26116	Setd6	66083	MGI:1913333	MGI_HOM_ProteinCoding
SETD7	80854	ENSG00000145391	HGNC:30412	Setd7	73251	MGI:1920501	MGI_HOM_ProteinCoding
SETDB1	9869	ENSG00000143379	HGNC:10761	Setdb1	84505	MGI:1934229	MGI_HOM_ProteinCoding
SETDB2	83852	ENSG00000136169	HGNC:20263	Setdb2	239122	MGI:2685139	MGI_HOM_ProteinCoding
SETMAR	6419	ENSG00000170364	HGNC:10762	Setmar	74729	MGI:1921979	MGI_HOM_ProteinCoding
SETX	23064	ENSG00000107290	HGNC:445	Setx	269254	MGI:2443480	MGI_HOM_ProteinCoding
SEZ6	124925	ENSG00000063015	HGNC:15955	Sez6	20370	MGI:104745	MGI_HOM_ProteinCoding
SEZ6L	23544	ENSG00000100095	HGNC:10763	Sez6l	56747	MGI:1935121	MGI_HOM_ProteinCoding
SEZ6L2	26470	ENSG00000174938	HGNC:30844	Sez6l2	233878	MGI:2385295	MGI_HOM_ProteinCoding
